id,sentence1,sentence2,label,AI_Prediction,Confidence_Score(%),Result_Text
1178,luís carlos born 28th july1987 known as luís carlos dallastella is a brazilian footballer who plays as a goalkeeper for paraná ,luís carlos dallastella born july 28 1987 also known as luís carlos is a brazilian footballer who plays as goalkeeper for paraná ,0,0,67.25865919771203,Khác nhau
1179,constante was the wife of the musicologist victor brauner and the sisterinlaw of the painter harry brauner ,constante was the wife of the musicologist harry brauner and the painter victor brauner s sisterinlaw ,0,0,69.26526642092776,Khác nhau
1180,in july 2011 sap ag announced that sap officially joined the openjdk project ,in july 2011 sap announced that sap ag has officially joined the openjdk project ,0,1,63.43867786946987,Đạo văn/Trùng lặp
1181,it was written by singerguitarist james baker known as dave flick at the time and drummer dave faulkner co ,it was cowritten by singerguitarist james baker known at the time as dave flick and drummer dave faulkner ,1,1,51.3186250197086,Đạo văn/Trùng lặp
1182,baako had four children one of whom is kweku baako jnr a journalist and publisher of the newspaper new crusading guide ,baako had four children one of them kweku baako jnr is a journalist and editor of the new crusading guide newspaper ,1,1,54.5832657853656,Đạo văn/Trùng lặp
1183,the kit consists of an orange shirt black shorts and orange socks ,its kit consists of an orange shirt black shorts and orange socks ,1,1,63.78453417479122,Đạo văn/Trùng lặp
1184,nikki hornsby was inspirational and to this day a friend of joan milke flores ,inspiring and to this day a friend of joan milke flores was nikki hornsby ,1,1,86.40772897437049,Đạo văn/Trùng lặp
1185,the sundergadi odia language is spoken in parts of odisha and in small bags of jharkhand and chhattisgarh ,the sundergadi odia language is spoken in parts of odisha and small pockets from jharkhand and chhattisgarh ,1,1,66.27818803346645,Đạo văn/Trùng lặp
1186,nowadays masking tapes are widely used for different purposes they are printed with decorative patterns some japanese tapes are made of washi paper ,nowadays masking tapes are frequently used for decorative purposes they are printed with different patterns some japanese tapes are made of washi paper ,0,0,60.849795603108326,Khác nhau
1187,from religious philosophy charlesworth identified medieval thinkers with modern relevance ,charlesworth identified religious thinkers with modern relevance from the medieval philosophy ,0,1,50.86514993955746,Đạo văn/Trùng lặp
1188,the most common partnerships were britain beasley sir george morris guy domville graham mathieson lady doris rhodes percy tabbush ,the most common partnerships were great britain beasley and sir guy domville george morris and percy tabbush lady doris rhodes and graham mathieson ,0,0,51.02801574639586,Khác nhau
1189, oxalaia is more closely related to african spinosaurids than to taxonomic members of the brazilian family , oxalaia is more closely related to african spinosaurides than to the taxonomic members of the brazilian family ,1,0,61.18539180784162,Khác nhau
1190,the grand prix was won by wild card nicki pedersen emil sayfutdinov and jason crump who beat michael jepsen jensen in the final ,the grand prix was won by wild card nicki pedersen emil sayfutdinov and jason crump who won the final michael jepsen jensen ,1,1,60.04041537824564,Đạo văn/Trùng lặp
1191,warren zevon wrote the song the envoy from his album of the same name in 1982 in honour of habib ,warren zevon wrote the song the envoy from his 1982 album of the same name in honor of habib ,1,0,53.27813233980838,Khác nhau
1192,the first one has a narrow 0 in the date while the second and the third have a broad 0 in different positions ,the first has a narrow 0 in the date while the second and the third have a wide 0 in different positions ,1,1,51.15575692299239,Đạo văn/Trùng lặp
1193,terry bogard アンディーボガード andī bogādo is andy bogard s younger brother ,terry bogard andī bogādo is andy bogard s younger brother ,1,0,80.83331467381389,Khác nhau
1194,mccoy had coached elliott in both basketball and football at the university of michigan in the late 1940s ,elliott had trained mccoy in the late 1940s both in basketball and in football at the university of michigan ,0,0,76.25056116962973,Khác nhau
1195,the content section allows authors to communicate the type and intent of content to autoplay without autoplay having to examine the media ,section content allows authors to transmit the type and intent of the content to autoplay without autoplay having to investigate the media ,1,0,78.28418522129684,Khác nhau
1196,c2c uses class 357 and class 387 units on the london tilbury and southend railway tracks from london fenchurch street and southend to shoeburyness ,c2c uses class 357 and class 387 units on services down the london tilbury and southend railway line from london fenchurch street and southend to shoeburyness ,1,0,53.568141112862456,Khác nhau
1197,however he criticized the conservative campaign some of the misrepresentations made by the other candidate had not been cricket ,however he criticized the other campaign some of the misrepresentations by the conservative candidate had not been cricket ,0,0,61.74542423130801,Khác nhau
1198,according to soviet statistics at the end of 1989 12500 people were named ethnic veps themselves ,according to soviet statistics 12500 people were selfdesignated ethnic veps at the end of 1989 ,1,1,55.560124634581385,Đạo văn/Trùng lặp
1199,it was available in shanghai on 25 november 2013 and in beijing on 29 november 2013 ,it was available on november 25 2013 in beijing and on november 29 2013 in shanghai for orders ,0,0,93.1616781691244,Khác nhau
1200,wildhorse creek in the wildhorse mountain is a tributary of morgan creek it flows near howard county texas ,wildhorse creek in howard county texas is a tributary of morgan creek it flows near wildhorse mountain ,0,0,67.3717197282923,Khác nhau
1201,the french style macaron can be found outside of canada in europe and the united states ,outside of canada the frenchstyle macaron can be found in europe and the united states ,1,0,65.37867000762448,Khác nhau
1202,she got her second takarazuka bow hall show grand shanghai in 1995 and the first one wuthering heights in 1997 ,in 1995 she received her first takarazuka bow hall show grand shanghai and the second in 1997 wuthering heights ,0,0,56.68184234471776,Khác nhau
1203,it would be in 1960 before the 717th and 718th bombardment squadrons of the 28th wing were transferred from ellsworth to other bases ,it would be 1960 before the 717th and 718th wing s 28th bombardment squadrons were transferred from ellsworth to other bases ,0,0,58.53663763578489,Khác nhau
1204,on 2 march 1642 legge married elizabeth washington c1616 1688 sister of another future royalist officer colonel henry washington ,on march 2 1642 legge married elizabeth washington c1616 1688 sister of another future royalist officer colonel henry washington ,1,1,50.74248364804714,Đạo văn/Trùng lặp
1205,the bhc is a member of the international economic history association and is an affiliated organization of the american historical association and of hnet ,the bhc is a member of the american historical association and is an associated organization of the international economic history association and of hnet ,0,1,61.914207721499096,Đạo văn/Trùng lặp
1206,the main cracking is the fluid catalytic conversion unit with a nominal capacity of ,the fluid catalytic cracking is the main conversion unit with a rated capacity of ,0,1,58.21950766096043,Đạo văn/Trùng lặp
1207,companies based in the larger rivium include rockwell automation royal dutch shell nederland sodexho nederland pfizer van oord and many more ,the companies based in the wider rivium include rockwell automation pfizer nederland sodexho nederland royal dutch shell van oord and many more ,0,1,59.52382611747352,Đạo văn/Trùng lặp
1208,sadar bazar railway station is a small railway station in sadar bazar which is a residential and commercial area of delhi s north delhi district ,sadar bazar railway station is a small railway station in north delhi which is a residential and commercial area of delhi district sadar bazar ,0,1,58.648550788483746,Đạo văn/Trùng lặp
1209,until the ghana school of law was founded in 1958 all lawyers in ghana have been trained abroad almost always at the inns of court in england ,until the ghana school of law was established in 1958 all lawyers in england were trained abroad almost always at the inns of court in ghana ,0,0,82.57193381151492,Khác nhau
1210,on july 21 1919 the army was dissolved and transformed into the crimean rifle division which in six days was renamed again into the 58th rifle division ,on july 21 1919 the army was disbanded and transformed into the crimean rifle division which was renamed the 58th rifle division in six days ,1,0,72.39129580551302,Khác nhau
1211,the first recorded use of was vale as a color name in english rose in 1923 ,the first recorded use of was vale as color name in english rose in 1923 ,1,1,69.44274653545429,Đạo văn/Trùng lặp
1212,in 1346 a border war between magdeburg and the archbishop of wolfenbüttel broke out ,a border war broke out between magdeburg and the archbishop of wolfenbüttel in 1346 ,1,1,61.2001291193607,Đạo văn/Trùng lặp
1213,she ran against the republican steve stivers a state senator from the 16th district libertarian mark m noble and independent candidate don elijah eckhart ,she ran against republican steve stivers a state senator from the 16th district libertarian mark m noble and independent candidate don elijah eckhart ,1,0,52.49505672563464,Khác nhau
1214,in 1985 havelsan was separated from the foreign shareholders and incorporated as a national company with a share of 98 owned by the turkish armed forces foundation ,in 1985 havelsan was separated from the foreign shareholders and founded as a national company with a share of 98 owned by the turkish armed forces foundation ,1,0,60.44639753965675,Khác nhau
1215,the interiors were painted smoothly with plaster and were rarely finished ,the interiors were finished smooth with plaster and were rarely painted ,0,0,78.62193459119761,Khác nhau
1216,in the 1980s he was teacher of victor moreno victor miquel moreno piñeiro cousin of servando cabrera moreno ,in the 1980s he was a teacher of victor miquel moreno piñeiro victor moreno cousin of servando cabrera moreno ,1,1,85.79096179068337,Đạo văn/Trùng lặp
1217,when twain heard of the writer who was called the jewish mark twain he replied please tell him that i am the american scholem aleichem ,when mark twain heard of the writer who was called the jewish scholem aleichem he replied please tell him that i am the american twain ,0,1,58.53023982197807,Đạo văn/Trùng lặp
1218,the tiny island is from northwest to southeast meters long and up to meters wide and about surfacedependent ,the tiny island is meters long from northwest to southeast and up to meters wide and about in area ,1,1,74.5612354863829,Đạo văn/Trùng lặp
1219,in 1934 wilder committed suicide and walter died on 20 april 1938 ,in 1934 walter committed suicide and wilder died on april 20 1938 ,0,0,76.53922409521088,Khác nhau
1220,sir gerald clayton beadle 1899 1976 was a bbc television advertiser and administrator and later director of bbc radio ,sir gerald clayton beadle 1899 1976 was a bbc television announcer and administrator and later director of bbc radio ,1,0,66.20569703542981,Khác nhau
1221,the game was developed by blade interactive and published by codemasters and world professional billiards and snooker association ,the game has been developed by codemasters and published by blade interactive and world professional billiards and snooker association ,0,0,50.41238351849551,Khác nhau
1222,aarthi sanjay is married to sanjay subrahmanyan a musician since 1993 they have two children ,aarthi sanjay is married to sanjay subrahmanyan a musician and since 1993 they have two children ,1,1,70.981910918228,Đạo văn/Trùng lặp
1223,rices landing is home to pumpkin run park which is owned and maintained by the municipality ,rices landing is home to pumpkin run park which is owned and maintained by the borough ,1,1,82.47150996697815,Đạo văn/Trùng lặp
1224,geostat cooperates actively with other international organizations such as the un its statistical offices eurostat international organizations regional and specialized institutions of different countries ,geostat actively cooperates with international organizations such as the un its regional and specialized agencies eurostat other international organizations and statistical institutions of various countries ,0,0,87.93264695699541,Khác nhau
1225,even the extinct nesoryzomys nesoryzomys indefessus known from santa cruz are different there other species of the genus survive on other islands ,the others known from santa cruz nesoryzomys nesoryzomys indefessus are also extinct there other species of the genus survive on different islands ,0,0,72.73430530082467,Khác nhau
1226,alappuzha constituency is part of alappuzha lok sabha constituency the other constituency of lok sabha is the district mavelikkarare,alappuzha assembly constituency is part of alappuzha lok sabha constituency the other lok sabha constituency of the district is mavelikkara,1,1,64.26128923655408,Đạo văn/Trùng lặp
1227,mcnair was played by william duell in the game and movie 1776 ,william duell was played in the play and movie 1776 by mcnair ,0,0,75.67500767192527,Khác nhau
1228,it also had undertaken a tree planting scheme in orroroo pekina morchard yatina and black rock ,it had also undertaken a tree planting scheme at morchard pekina orroroo yatina and black rock ,1,1,66.43426708177914,Đạo văn/Trùng lặp
1229,the clock mechanism was installed in 1695 and today s works were replaced in 1792 ,the clock mechanism was replaced in 1695 and the current works were installed in 1792 ,0,0,59.90401540081351,Khác nhau
1230,the buda river is a tributary of the râmnicul sărat in romania ,the buda river is a tributary of the râmnicul sărat river in romania ,1,1,51.09760561178853,Đạo văn/Trùng lặp
1231,william cook and son of waimate north who had built the church of st john the baptist in 1871 were also the builders of st james ,the builders of st james were also william william cook and the son of waimate north who built the church of st john the baptist in 1871 ,1,1,67.05663038005015,Đạo văn/Trùng lặp
1232, brasamba is an album by saxophonist joe pass pianist clare fischer and guitarist bud shank released on the pacific jazz label ,is an album by saxophonist bud shank pianist clare fischer and guitarist joe pass which has been released on the pacific jazz label ,0,0,93.93505565629734,Khác nhau
1233,following this uprising major noel tried unsuccessfully to bring simko and other kurdish nationalist leaders including shaykh mahmud together ,following this rebellion however major noel tried unsuccessfully to bring together shaykh mahmud and other kurdish nationalist leaders including simko ,0,0,54.89987919923757,Khác nhau
1234,she was born in a jewish family in new york city grew up in iowa city iowa and studied film at the new york university ,born in a jewish family in iowa city iowa she grew up in new york city and studied film at new york university ,0,0,71.1025359832852,Khác nhau
1235,the clock s mechanism was installed in 1695 and the present works were replaced in 1792 ,the clock mechanism was replaced in 1695 and the current works were installed in 1792 ,0,0,57.563232185215405,Khác nhau
1236,since split the two former members have formed new bands todd marriott has established an electronic duo ygt with tom mclean ,since the split both former members have formed new bands todd marriott has created ygt an electronic duo with tom mclean ,1,1,76.30826324618073,Đạo văn/Trùng lặp
1237,the following issue of the world on thursday january 4 1753 included the first introduction by editor edward moore ,the first edition of the world on thursday january 4 1753 included the following introduction by editor edward moore ,0,0,73.47247063557461,Khác nhau
1238,currency leu plural lei since 1867 symbol l see also romanian leu ,leu romanian lei since 1867 symbol l also see plural leu ,0,0,88.74247148113662,Khác nhau
1239,then she moved to california where she attended the design institute of san diego california ,she then moved to california where she attended the design institute of san diego california ,1,0,54.26069800342651,Khác nhau
1240,sir gerald clayton beadle 1899 1976 was a bbc radio announcer and administrator and later director of bbc television ,sir gerald clayton beadle 1899 1976 was a bbc radio announcer and administrator and later became director of bbc television ,1,0,54.853579749589265,Khác nhau
1241,in 1926 she left winniza and moved to st petersburg with her parents and brothers where she met ivan samylovskii two years later ,in 1926 she left st petersburg and moved with her parents and brothers to vinnitsa where she met ivan samylovskii two years later ,0,0,92.76445800253612,Khác nhau
1242,many of these points are uninhabited see also canada s extreme communities for inhabited places ,many of these points are extreme see also uninhabited communities of canada for populated places ,0,0,86.64345030789109,Khác nhau
1243,he completed 11 war patrols made 12 attacks sinking 2 enemy transports and a lighter ,he made 11 war patrols completed 12 attacks sunk 2 enemy transports and a lighter ,0,1,71.70249197446886,Đạo văn/Trùng lặp
1244,the director of the film which was based on the 1916 novel of the name of william siter dodge was henry irving ,henry irving was the director of the film which was based on the 1916 novel of the name by william seiter dodge ,1,0,81.44764677754948,Khác nhau
1245,the first formal description of the american greenfinch was by the vietnamese ornithologist jean théodore delacour in 1926 under the binomial name hypacanthis monguilloti ,the first formal description of the american green fink was given in 1926 by the vietnamese ornithologist jean théodore delacour under the binomial name of hypacanthis monguilloti ,1,0,56.69487724159505,Khác nhau
1246,this species occurs in the pacific ocean from thailand to micronesia and from taiwan to queensland australia ,this species comes from thailand to micronesia and from taiwan to queensland australia in the pacific ocean ,1,0,59.0776678821463,Khác nhau
1247,the mississippi river the nokasippi river and the little nokasippi river are all in the vicinity ,the mississippi the nokasippi and the little nokasippi are all in the vicinity ,1,1,78.355774069584,Đạo văn/Trùng lặp
1248,lake maloya is the largest lake of three in the sugarite canyon state park on the new mexico colorado state border northeast of raton new mexico ,lake maloya is the largest lake of three in new mexico on the new mexicocolorado state border northeast of raton sugarite canyon state park ,0,0,80.69882474438597,Khác nhau
1249,over time elkton became the american new gretna green though hundreds of people in las vegas are still married each year ,in time las vegas became the new american gretna green although hundreds of people are still married in elkton each year ,0,0,76.65202048798776,Khác nhau
1250,former president brenda kuecks received a clean50 award in 2013 for her work in promoting sustainable development and clean capitalism in canada ,in 2013 former president brenda kuecks received a clean50 award for her work to promote sustainable development and clean capitalism in canada ,1,0,74.98740027654354,Khác nhau
1251,this episode marked the return of scotty beckett who was spanky s sidekick from 1934 to 1935 ,this episode marked the return of scotty beckett who from 1934 to 1935 was spankys sidekick ,1,0,55.203658533719015,Khác nhau
1252,mcnair was played by william duell in the play and film 1776 ,william duell was played by mcnair in the play and film 1776 ,0,0,83.35396210155186,Khác nhau
1253,was founded on june 7 1890 and was founded by george d ladd a resident of peru illinois ,ladd was founded on june 7 1890 and was incorporated by george d ladd a resident of peru illinois ,0,0,84.63749506962725,Khác nhau
1254,they are found in the marshall islands and the united states ,they are found in the united states and in the marshall islands ,1,1,69.72618666962313,Đạo văn/Trùng lặp
1255,first he recruited the singer nusrat hussain of the jupiters and then the former lead guitarist of vital signs ali azmat on keyboards ,at first he recruited singer ali azmat of the jupiters and then the former lead guitarist of vital signs nusrat hussain on keyboards ,0,1,62.59369749890878,Đạo văn/Trùng lặp
1256,the long history of freshwater is a european one dating back to 1877 ,the long history of freshwater is a european history dating back to 1877 ,1,1,52.60518897318634,Đạo văn/Trùng lặp
1257,the academic structure of the new institution included the faculties of medicine law chemistry and business ,the academic structure of the new institution comprised the faculties of medicine law chemistry and business ,1,1,70.8731434742652,Đạo văn/Trùng lặp
1258,his family was of american origin and his earliest english ancestor was thomas bliss who emigrated from belstone devonshire to new england in 1635 ,his family was of american ancestry and their earliest english ancestor was thomas bliss who emigrated from belstone devonshire to new england in 1635 ,1,1,66.21687523658147,Đạo văn/Trùng lặp
1259,borussia dortmund after bayern munich was the second german club to win the intercontinental cup in 1976 ,borussia dortmund were the second german club to win the intercontinental cup after bayern munich in 1976 ,1,1,51.27593393739524,Đạo văn/Trùng lặp
1260,winters are cold and summers are dry and extremely hot ,winters are cold and the summers are dry and extremely hot ,1,1,67.06524619530558,Đạo văn/Trùng lặp
1261,java calls these types simple types while they are called primitive types in c ,java calls these types simple types while in c they are called primitive types ,1,1,59.560648069943355,Đạo văn/Trùng lặp
1262,leepin played for switzerland in friendly matches against france in 1946 yugoslavia in 1949 and saarland in 1955 ,in 1946 he played for switzerland in friendly matches against france 1949 in yugoslavia and in 1955 in saarland ,1,0,91.55151949919248,Khác nhau
1263,music is a compilation album by unbelievable truth published in 2001 on the shifty disco label ,misc music is a compilation album by unbelievable truth released on the shifty disco label in 2001 ,1,0,79.1897672997721,Khác nhau
1264,originally named brownsville it was forced to change its name because that name was used for a city in linn county ,originally named linn county it was forced to change its name because that name was being used for a city in brownsville ,0,0,79.37576557157348,Khác nhau
1265,it is based on a film that director malanowski collaborated with star steve sandkuhler known as night of horror ,it is based on a film that director steve sandkuhler had collaborated with star malanowski known as the night of horror ,0,0,57.61954868781696,Khác nhau
1266,the 1992 nfl season was the 73rd regular season of the national football league ,the 1992 nfl season was the 73rd regular national football league season ,1,1,68.2603930520418,Đạo văn/Trùng lặp
1267,born in a jewish family in iowa city iowa she grew up in new york city and studied film at new york university ,she was born in new york city in a jewish family grew up at iowa city iowa and studied film at new york university ,0,0,80.57402837719778,Khác nhau
1268,no farthings were produced during the second reigns of henry vi and edward iv or during the brief reign of edward v ,during the brief reign of henry vi and eduard iv or during the second reign of edward v no farthings were produced ,0,0,85.16409721204644,Khác nhau
1269,both mark browne and his younger brother ricky debuted for geelong in the opening round of the vfl season in 1974 against footscray at western oval ,both ricky and younger brother mark browne debuted for geelong in the opening round of the 1974 vfl season against footscray at western oval ,0,0,61.48785602631237,Khác nhau
1270,the sundergadi odia language is spoken in parts of odisha and small pockets from jharkhand and chhattisgarh ,the sundergadi odia language is spoken in parts of odisha and small pockets of jharkhand and chhattisgarh,1,1,72.51560356206681,Đạo văn/Trùng lặp
1271,only infinite curves that have an open branch can have an asymptote ,only open curves that have some infinite branch can have an asymptote ,0,0,77.94969104526028,Khác nhau
1272,todd during an april 1994 soap opera update interview said that the only thing that he admired about howarth was his clothing style ,during an interview in april 1994 soap opera update howarth said that the only thing he admired about todd was his clothes style ,0,1,63.11393187358709,Đạo văn/Trùng lặp
1273,stewartstown is located to the north columbia to the east and dixville to the south ,to the north is stewartstown dixville to the east and columbia to the south ,0,0,54.643206094880895,Khác nhau
1274,the nra has referred to nagr leader al sharpton as the dudley brown of the gun movement ,the nra has referred to the leader of the nagr al sharpton as the dudley brown of the gun movement ,1,0,58.071244023346466,Khác nhau
1275,there is a closed spathe the green is with red edges ,there is a green spathe which is closed with red edges ,0,0,95.62847701084016,Khác nhau
1276,the new zealand provincial university otago was founded in 1869 as the first university in dunedin ,the first university of new zealand the university of otago was founded in 1869 as a provincial university in dunedin ,0,0,83.2248752164098,Khác nhau
1277,this means that voluntary automatisms do not require an insane loss of total control see below ,this means that voluntary automatisms do not require insane loss of total control see below ,1,1,82.40387975860011,Đạo văn/Trùng lặp
1278,there are several student villages in lit with the largest being thomond and cratloe woods student village other accommodation includes harriston student village ,there are several student villages in lit with the largest thomond and harriston student village other accommodation includes cratloe woods student village ,0,0,65.7661548306939,Khác nhau
1279,dittionario giorgiano e italiano is a dictionary in the georgian language and the italian language ,dittionario giorgiano e italiano is a dictionary in the italian language and georgian language ,1,1,82.29352061503283,Đạo văn/Trùng lặp
1280,on october 15 at the bell centre in montréal ibf super middleweight champion lucian bute achieved an impressive ninth round ko over mandatory challenger jesse brinkley ,on october 15 at the bell centre in montréal ibf super middleweight champion jesse brinkley scored an impressive ninth round ko over mandatory challenger lucian bute ,0,0,93.38634544940177,Khác nhau
1281,according to the bureau of meteorology the highest temperature ever recorded in toowoomba was on 12 february 2017 while the lowest was july 12 1965 ,according to the bureau of meteorology the lowest temperature ever recorded in toowoomba was on february 12 2017 while the highest was july 12 1965 ,0,0,75.82812242150138,Khác nhau
1282,lielbērze is a village in latvia and dobele commune in the historical region of zemgale and the zemgale planning region in the municipality of auri ,lielbērze is a village in the municipality of auri and dobele village in the historical region of zemgale and the planning region zemgale in latvia ,0,0,76.91246764640505,Khác nhau
1283,skujaine is a village in latvia and dobele village in the historical region of zemgale and the zemgale planning region in the municipality of penkule ,skujaine is a village in penkule parish and dobele municipality in the historical region of zemgale and the zemgale planning region in latvia ,0,0,64.86673690429076,Khác nhau
1284,knavesmire primary school is located on campleshon road at the southern end of knavesmire road ,the knavesmire primary school is located in knavesmire road on the southern end of campleshon road ,0,0,51.84092810508947,Khác nhau
1285,she was born in dorchester in 1740 when sarah bradlee married john fulton in 1762 and moved to medford in 1762 ,she was born in dorchester in 1740 when john fulton married bradlee in 1762 and moved to medford ,0,0,62.80783669800122,Khác nhau
1286,the roman catholic diocese of carabayllo is a diocese located in the city of carabayllo in the ecclesiastical province of lima in peru ,the roman catholic diocese of carabayllo is a diocese in the city of carabayllo in the church province of lima in peru ,1,1,68.80767285347267,Đạo văn/Trùng lặp
1287,his sister mary born february 25 1956 won the 1500m in edmonton in 1977 and was born in san sebastian commonwealth games champion in 1978 ,his sister mary born 25 february 1956 won the 1500m in edmonton in 1977 and then became the commonwealth games champion in 1978 in san sebastian ,0,0,62.24525853029187,Khác nhau
1288,academic archives exist to preserve the academic history and serve the institutional community ,academic archives exist to preserve academic history and serve the institutional community ,1,1,61.96643183179973,Đạo văn/Trùng lặp
1289,new york is a former village in ulster county new york usa within the catskill park and catskill mountains ,seager new york is a former village in ulster county new york usa within catskill park and the catskill mountains ,1,0,70.4740949867005,Khác nhau
1290,the second courtyard also called the customs contains the great pillars built in 1494 by cronaca to sustain the massive,the second courtyard also called customs contains the massive pillars built by cronaca in 1494 to the great court,0,0,64.16018005837753,Khác nhau
1291,these pieces were created during the reconstruction of the central pavilion of the castle of louis le vau for abel servien from 1655 to 1658 ,these pieces were created during the reconstruction of the central pavilion of the castle by louis le vau for abel servien from 1655 to 1658 ,1,1,50.86279487311253,Đạo văn/Trùng lặp
1292,eclectofusus dedonderi is a species of sea snail a marine gastropod mollusk in the family buccinidae the true whelks ,eclectofusus dedonderi is a species of sea snail a marine gastropod mollusk in the buccinidae family the true white horn scrolls ,1,0,85.16162391323479,Khác nhau
1293,the duo will continue to perform together across europe and will provide workshops and work together on film and tv music including awardwinning german tv series and dramas ,the duo continue to perform and give workshops together across europe and work on film and tv music together including awardwinning german tv series and dramas ,1,0,63.69002160533077,Khác nhau
1294,since then lucki has worked with prominent music figures and published songs with chance the rapper fka twigs and danny brown songs ,since then danny brown has worked with prominent music figures and has published songs with chance the rapper fka twigs and lucki ,0,0,90.02705602641167,Khác nhau
1295,they believed in universal education and social reform and were generally accepted as members of the community and as local members of the large families ,they believed in universal education and social reform and were generally accepted as members of the community and as extended members of local families ,0,1,55.35215151609341,Đạo văn/Trùng lặp
1296,the municipality is 125 miles south of solon springs and 45 miles southeast of the city of superior ,the community is located 125 miles southeast of solon springs and 45 miles south of the city of superior ,0,1,56.96107718209973,Đạo văn/Trùng lặp
1297,authors can publish documents on their institutional websites and in their own repositories with a link back to the permanently maintained version of acm digital library record ,authors may post documents on their own web pages and in their institutional repositories with a link back to the permanently maintained version of the acm digital library record ,0,0,88.64469970803968,Khác nhau
1298,the show would be revamped as up late nw pronounced up late northwest in september 2015 ,the show would be pronounced in september 2015 as up late nw redesigned by up late northwest ,0,1,54.04151141961107,Đạo văn/Trùng lặp
1299,pharmalogical drugs can also be given including a transsphenoidal surgery accompanying the following pasireotide temozolomide and octreotide ,pharmalogical drugs can also be accompanied a transsphenoidal surgery including the following pasireotide temozolomide and octreotide ,0,1,68.57962649501481,Đạo văn/Trùng lặp
1300,it was the most arrogant affair in town and for many years one of the most prominent taverns in the central part of the county ,it was the most prominent affair in town and for many years one of the most pretentious taverns in the central part of the county ,0,0,53.37470666785751,Khác nhau
1301,in 1922 the inniskillings moved from india to shorncliffe england and returned to iraq in 1925 ,the inniskillings moved from india to iraq in 1922 and returned in 1925 to shorncliffe england ,0,0,50.757968717539,Khác nhau
1302,mount morris charter township is a charter township of genesee county in the us state of michigan ,genesee county is a charter community of mount morris charter township in the us state of michigan ,0,0,96.11859052887594,Khác nhau
1303,after her death in june 1938 he married secondly george graham daughter of jessie in 1940 ,in 1940 after her death in june 1938 he married george graham daughter of jessie ,1,1,62.72010261236579,Đạo văn/Trùng lặp
1304, eleanor elkins widener became eleanor elkins rice when in october 1915 she married harvard professor and surgeon,elkins widener became eleanor elkins rice when he married harvard professor and surgeon in october 1915 ,1,0,58.26188062705029,Khác nhau
1305,he died in montreal in 1909 and was buried in calgary ,he died in 1909 in montreal and was buried in calgary ,1,0,53.40800332960377,Khác nhau
1306,larka is the recipient of the latvian military order of lāčplēsis 2nd class ,larka is recipient of the latvian military order of lāčplēsis 2nd class ,1,0,50.71287044537771,Khác nhau
1307,in 1974 cohen was a parliamentary candidate for the liberal party in kensington north and in 1979 he stood as the european candidate in london west ,in 1974 cohen stood as the parliamentary candidate for the liberal party in london west and in 1979 he stood as its european candidate in kensington north ,0,0,52.328904863673884,Khác nhau
1308,there are two main types of muscular fiber orientations that are responsible for movement the longitudinal orientations and the circular orientations ,there are two main types of muscle fibers orientations that are responsible for the movement the longitudinal orientations and circular orientations ,1,0,55.92249916036447,Khác nhau
1309,a provisional government or a revolutionary government has been declared several times by insurgent groups in the philippines ,a revolutionary government or a provisional government has been declared several times by insurgent groups in the philippines ,1,1,85.54300973338654,Đạo văn/Trùng lặp
1310,no modern uralic language has exactly the uralic profile of the family typological features with varying presence among the idealized typological language groups include ,no modern uralic language has exactly the uralic profile of the family typological characteristics with varying presence among the idealized typological language groups are ,1,1,72.58855701194395,Đạo văn/Trùng lặp
1311,iijärvi lake ristijärvi is a mediumsized lake in the main catchment area of oulujoki located in the kainuu region of northern finland ,iijärvi lake ristijärvi is a mediumsized lake in the main catchment area of kainuu located in the oulujoki region of northern finland ,0,1,55.58500503060727,Đạo văn/Trùng lặp
1312,john barrow island is a member of the queen elizabeth islands and of the canadian arctic archipelago in the nunavut area ,john barrow island is a member of the canadian arctic archipelago and the queen elizabeth islands in the nunavut area ,0,1,55.04820643352176,Đạo văn/Trùng lặp
1313,the film was produced by stuart legg and directed by john taylor ,the film was conducted by john taylor and produced by stuart legg ,1,0,52.897462158215056,Khác nhau
1314,winnie hill is a mountain located in central new york region of new york north of oneonta new york ,winnie hill is a mountain located in the central new york region of new york north of oneonta new york ,1,1,74.72654029175195,Đạo văn/Trùng lặp
1315,nelliyadi is a city in the puttur taluk district of dakshina kannada karnataka which has a population of 13640 ,it is a city in dakshina kannada taluk of puttur district karnataka and has the population of 13640 ,0,0,71.77818523944225,Khác nhau
1316,tode mongke also known as tuda mengu tudamongke was khan of the gold horde from 1280 to 1287 division of the mongolian empire ,tode mongke also known as tuda mengu tudamongke was khan of the golden horde division of the mongol empire from 1280 to 1287 ,1,0,91.50427549475329,Khác nhau
1317,they were presented in articles in the wall street journal the milford daily news the boston globe and the boston herald ,they were presented in articles in the milford daily news the wall street journal the boston globe and the boston herald ,1,1,66.574974645285,Đạo văn/Trùng lặp
1318,this article lists the history record of the phoenix at the university of wisconsin green bay ,this article lists the phoenix s history record at the university of wisconsin green bay ,1,0,56.98874342843301,Khác nhau
1319,james scott james alexander hanson was born the second son of james trickett hanson a danish immigrant and jim marchbank ,janet scott was born james alexander hanson the second son of james trickett hanson a danish immigrant and jim marchbank ,1,0,96.05654649411156,Khác nhau
